,FIPS,PCT_DIABETES_ADULTS10
684,13205,0.129
685,13207,0.123
686,13209,0.123
687,13211,0.136
688,13213,0.116
689,13215,0.125
690,13217,0.112
691,13219,0.096
692,13221,0.117
693,13223,0.108
694,13225,0.131
695,13227,0.113
696,13229,0.132
697,13231,0.117
698,13233,0.135
699,13235,0.127
700,13237,0.142
701,13239,0.163
702,13241,0.136
703,13243,0.162
704,13245,0.118
705,13247,0.135
706,13249,0.129
707,13251,0.129
708,13253,0.148
709,13255,0.126
710,13257,0.15
711,13259,0.136
712,13261,0.136
713,13263,0.167
714,13265,0.163
715,13267,0.105
716,13269,0.133
717,13271,0.121
718,13273,0.147
719,13275,0.137
720,13277,0.134
721,13279,0.137
722,13281,0.141
723,13283,0.123
724,13285,0.137
725,13287,0.134
726,13289,0.149
727,13291,0.139
728,13293,0.136
729,13295,0.132
730,13297,0.114
731,13299,0.148
732,13301,0.153
733,13303,0.148
734,13305,0.116
735,13307,0.137
736,13309,0.103
737,13311,0.112
738,13313,0.11
739,13315,0.116
740,13317,0.164
741,13319,0.138
742,13321,0.122
743,15001,0.082
744,15003,0.089
745,15005,0.115
746,15007,0.086
747,15009,0.086
748,16001,0.073
749,16003,0.112
750,16005,0.1
751,16007,0.098
752,16009,0.115
753,16011,0.124
754,16013,0.058
755,16015,0.101
756,16017,0.091
757,16019,0.086
758,16021,0.085
759,16023,0.097
760,16025,0.092
761,16027,0.095
762,16029,0.084
763,16031,0.104
764,16033,0.094
765,16035,0.106
766,16037,0.098
767,16039,0.086
768,16041,0.091
769,16043,0.089
770,16045,0.099
771,16047,0.098
772,16049,0.105
773,16051,0.086
774,16053,0.092
775,16055,0.085
776,16057,0.073
777,16059,0.105
778,16061,0.108
779,16063,0.073
780,16065,0.059
781,16067,0.118
782,16069,0.114
783,16071,0.1
784,16073,0.114
785,16075,0.092
786,16077,0.084
787,16079,0.109
788,16081,0.066
789,16083,0.088
790,16085,0.087
791,16087,0.116
792,17001,0.093
793,17003,0.114
794,17005,0.097
795,17007,0.085
796,17009,0.088
797,17011,0.096
798,17013,0.099
799,17015,0.113
800,17017,0.101
801,17019,0.077
802,17021,0.106
803,17023,0.093
804,17025,0.101
805,17027,0.087
806,17029,0.077
807,17031,0.091
808,17033,0.097
809,17035,0.098
810,17037,0.072
811,17039,0.096
812,17041,0.084
813,17043,0.076
814,17045,0.112
815,17047,0.097
816,17049,0.089
817,17051,0.102
818,17053,0.099
819,17055,0.109
820,17057,0.085
821,17059,0.105
822,17061,0.103
823,17063,0.089
824,17065,0.098
825,17067,0.101
826,17069,0.107
827,17071,0.103
828,17073,0.093
829,17075,0.103
830,17077,0.082
831,17079,0.102
832,17081,0.107
833,17083,0.091
834,17085,0.101
835,17087,0.096
836,17089,0.08
837,17091,0.098
838,17093,0.066
839,17095,0.099
840,17097,0.073
841,17099,0.099
842,17101,0.095
843,17103,0.102
844,17105,0.098
845,17107,0.1
846,17109,0.085
847,17111,0.072
848,17113,0.086
849,17115,0.101
850,17117,0.104
851,17119,0.111
852,17121,0.082
853,17123,0.102
854,17125,0.102
855,17127,0.113
856,17129,0.096
857,17131,0.099
858,17133,0.094
859,17135,0.094
860,17137,0.099
861,17139,0.095
862,17141,0.098
863,17143,0.095
864,17145,0.094
865,17147,0.103
866,17149,0.098
867,17151,0.107
868,17153,0.124
869,17155,0.101
870,17157,0.086
871,17159,0.1
872,17161,0.093
873,17163,0.111
874,17165,0.107
875,17167,0.105
876,17169,0.096
877,17171,0.1
878,17173,0.095
879,17175,0.098
880,17177,0.115
881,17179,0.085
882,17181,0.1
883,17183,0.105
884,17185,0.099
885,17187,0.103
886,17189,0.101
887,17191,0.102
888,17193,0.097
889,17195,0.103
890,17197,0.096
891,17199,0.086
892,17201,0.106
893,17203,0.09
894,18001,0.089
895,18003,0.103
896,18005,0.102
897,18007,0.121
898,18009,0.122
899,18011,0.085
900,18013,0.121
901,18015,0.105
902,18017,0.101
903,18019,0.102
904,18021,0.106
905,18023,0.135
906,18025,0.122
907,18027,0.113
908,18029,0.102
909,18031,0.102
910,18033,0.097
911,18035,0.105
912,18037,0.096
913,18039,0.093
914,18041,0.115
915,18043,0.098
916,18045,0.123
917,18047,0.132
918,18049,0.107
919,18051,0.102
920,18053,0.131
921,18055,0.133
922,18057,0.075
923,18059,0.096
924,18061,0.109
925,18063,0.09
926,18065,0.106
927,18067,0.13
928,18069,0.123
929,18071,0.102
930,18073,0.117
931,18075,0.122
932,18077,0.106
933,18079,0.104
934,18081,0.105
935,18083,0.102
936,18085,0.107
937,18087,0.109
938,18089,0.124
939,18091,0.103
940,18093,0.14
941,18095,0.124
942,18097,0.106
943,18099,0.103
944,18101,0.102
945,18103,0.114
946,18105,0.088
947,18107,0.106
948,18109,0.104
949,18111,0.119
950,18113,0.102
951,18115,0.112
952,18117,0.123
953,18119,0.109
954,18121,0.12
955,18123,0.094
956,18125,0.118
957,18127,0.099
958,18129,0.107
959,18131,0.122
960,18133,0.119
961,18135,0.13
962,18137,0.094
963,18139,0.113
964,18141,0.095
965,18143,0.116
966,18145,0.114
967,18147,0.106
968,18149,0.118
969,18151,0.129
970,18153,0.109
971,18155,0.114
972,18157,0.091
973,18159,0.125
974,18161,0.115
975,18163,0.107
976,18165,0.127
977,18167,0.088
978,18169,0.132
979,18171,0.124
980,18173,0.103
981,18175,0.103
982,18177,0.094
983,18179,0.108
984,18181,0.106
985,18183,0.09
986,19001,0.11
987,19003,0.094
988,19005,0.09
989,19007,0.09
990,19009,0.106
991,19011,0.09
992,19013,0.09
993,19015,0.089
994,19017,0.091
995,19019,0.098
996,19021,0.084
997,48353,0.109
998,48355,0.1
999,48357,0.087
1000,48359,0.107
1001,48361,0.116
1002,48363,0.118
1003,48365,0.119
1004,48367,0.115
1005,48369,0.09
1006,48371,0.096
1007,48373,0.115
1008,48375,0.099
1009,48377,0.099
1010,48379,0.118
1011,48381,0.089
1012,48383,0.094
1013,48385,0.13
1014,48387,0.127
1015,48389,0.094
1016,48391,0.117
1017,48393,0.104
1018,48395,0.125
1019,48397,0.086
1020,48399,0.111
1021,48401,0.114
1022,48403,0.134
1023,48405,0.136
1024,48407,0.121
1025,48409,0.108
1026,48411,0.107
1027,48413,0.097
1028,48415,0.09
1029,48417,0.106
1030,48419,0.118
1031,48421,0.099
1032,48423,0.104
1033,48425,0.104
1034,48427,0.09
1035,48429,0.108
1036,48431,0.106
1037,48433,0.118
1038,48435,0.102
1039,48437,0.107
1040,48439,0.092
1041,48441,0.104
1042,48443,0.102
1043,48445,0.112
1044,48447,0.118
1045,48449,0.094
1046,48451,0.099
1047,19125,0.082
1048,19127,0.091
1049,19129,0.08
1050,19131,0.086
1051,19133,0.096
1052,19135,0.093
1053,19137,0.101
1054,19139,0.085
1055,19141,0.096
1056,19143,0.087
1057,19145,0.109
1058,19147,0.099
1059,19149,0.091
1060,19151,0.114
1061,19153,0.078
1062,19155,0.1
1063,19157,0.081
1064,19159,0.101
1065,19161,0.096
1066,19163,0.082
1067,19165,0.105
1068,19167,0.072
1069,19169,0.056
1070,19171,0.108
1071,19173,0.098
1072,19175,0.107
1073,19177,0.103
1074,19179,0.093
1075,19181,0.078
1076,19183,0.089
1077,19185,0.097
1078,19187,0.099
1079,19189,0.099
1080,19191,0.079
1081,19193,0.093
1082,19195,0.097
1083,19197,0.088
1084,20001,0.119
1085,20003,0.09
1086,20005,0.101
1087,20007,0.122
1088,20009,0.119
1089,20011,0.098
1090,20013,0.116
1091,20015,0.094
1092,20017,0.104
1093,20019,0.108
1094,20021,0.119
1095,20023,0.109
1096,20025,0.107
1097,20027,0.097
1098,20029,0.118
1099,20031,0.109
1100,20033,0.11
1101,20035,0.111
1102,20037,0.1
1103,20039,0.14
1104,20041,0.104
1105,20043,0.099
1106,20045,0.058
1107,20047,0.106
1108,20049,0.132
1109,20051,0.075
1110,20053,0.102
1111,20055,0.088
1112,20057,0.096
1113,20059,0.111
1114,20061,0.081
1115,20063,0.129
1116,20065,0.117
1117,20067,0.094
1118,20069,0.088
1119,20071,0.11
1120,20073,0.111
1121,20075,0.086
1122,20077,0.115
1123,20079,0.089
1124,20081,0.098
1125,20083,0.11
1126,20085,0.108
1127,20087,0.107
1128,20089,0.129
1129,20091,0.067
1130,20093,0.097
1131,20095,0.116
1132,20097,0.096
1133,20099,0.115
1134,20101,0.105
1135,20103,0.094
1136,20105,0.107
1137,20107,0.107
1138,20109,0.124
1139,20111,0.084
1140,20113,0.096
1141,20115,0.097
1142,20117,0.108
1143,20119,0.109
1144,20121,0.087
1145,20123,0.107
1146,20125,0.122
1147,20127,0.112
1148,20129,0.102
1149,20131,0.115
1150,20133,0.119
1151,20135,0.118
1152,20137,0.094
1153,20139,0.119
1154,20141,0.124
1155,20143,0.102
1156,20145,0.104
1157,20147,0.108
1158,20149,0.103
1159,20151,0.097
1160,20153,0.118
1161,20155,0.116
1162,20157,0.112
1163,20159,0.113
1164,20161,0.064
1165,20163,0.116
1166,20165,0.103
1167,20167,0.122
1168,20169,0.102
1169,20171,0.089
1170,20173,0.099
1171,20175,0.078
1172,20177,0.106
1173,20179,0.105
1174,20181,0.119
1175,20183,0.111
1176,20185,0.115
1177,20187,0.097
1178,20189,0.103
1179,20191,0.124
1180,20193,0.09
1181,20195,0.103
1182,20197,0.1
1183,20199,0.113
1184,20201,0.107
1185,20203,0.11
1186,20205,0.119
1187,20207,0.12
1188,20209,0.131
1189,21001,0.125
1190,21003,0.109
1191,21005,0.127
1192,21007,0.137
1193,21009,0.135
1194,21011,0.133
1195,21013,0.147
1196,21015,0.103
1197,21017,0.137
1198,21019,0.148
1199,21021,0.124
1200,21023,0.125
1201,21025,0.148
1202,21027,0.136
1203,21029,0.124
1204,21031,0.133
1205,21033,0.124
1206,21035,0.108
1207,21037,0.101
1208,21039,0.127
1209,21041,0.129
1210,21043,0.124
1211,21045,0.127
1212,21047,0.107
1213,21049,0.115
1214,21051,0.135
1215,21053,0.115
1216,21055,0.128
1217,21057,0.133
1218,21059,0.114
1219,21061,0.14
1220,21063,0.113
1221,21065,0.134
1222,21067,0.095
1223,21069,0.132
1224,21071,0.172
1225,21073,0.113
1226,21075,0.128
1227,21077,0.118
1228,21079,0.126
1229,21081,0.11
1230,21083,0.117
1231,21085,0.124
1232,21087,0.132
1233,21089,0.154
1234,21091,0.114
1235,21093,0.112
1236,21095,0.151
1237,21097,0.132
1238,21099,0.13
1239,21101,0.11
1240,21103,0.129
1241,21105,0.139
1242,21107,0.121
1243,21109,0.116
1244,21111,0.123
1245,21113,0.113
1246,21115,0.161
1247,21117,0.105
1248,21119,0.15
1249,21223,0.117
1250,21225,0.122
1251,21227,0.093
1252,21229,0.135
1253,21231,0.127
1254,21233,0.132
1255,21235,0.144
1256,21237,0.117
1257,21239,0.107
1258,22001,0.099
1259,22003,0.128
1260,22005,0.104
1261,22007,0.118
1262,22009,0.139
1263,22011,0.126
1264,22013,0.143
1265,22015,0.11
1266,22017,0.128
1267,22019,0.125
1268,22021,0.132
1269,22023,0.118
1270,22025,0.121
1271,22027,0.151
1272,22029,0.125
1273,22031,0.133
1274,22033,0.117
1275,22035,0.154
1276,22037,0.135
1277,22039,0.124
1278,22041,0.143
1279,22043,0.128
1280,22045,0.124
1281,22047,0.133
1282,22049,0.111
1283,22051,0.116
1284,22053,0.137
1285,22055,0.076
1286,22057,0.116
1287,22059,0.117
1288,22061,0.097
1289,22063,0.104
1290,22065,0.127
1291,22067,0.149
1292,22069,0.123
1293,22071,0.115
1294,22073,0.119
1295,22075,0.113
1296,22077,0.146
1297,22079,0.14
1298,22081,0.134
1299,22083,0.118
1300,22085,0.14
1301,22087,0.114
1302,22089,0.106
1303,22091,0.148
1304,22093,0.134
1305,22095,0.125
1306,22097,0.15
1307,22099,0.128
1308,22101,0.127
1309,22103,0.104
1310,22105,0.117
1311,22107,0.144
1312,22109,0.135
1313,22111,0.141
1314,22113,0.124
1315,22115,0.113
1316,22117,0.168
1317,22119,0.132
1318,22121,0.13
1319,22123,0.16
1320,22125,0.13
1321,22127,0.122
1322,23001,0.101
1323,23003,0.141
1324,23005,0.074
1325,23007,0.09
1326,23009,0.089
1327,23011,0.096
1328,23013,0.097
1329,23015,0.091
1330,23017,0.105
1331,23019,0.106
1332,23021,0.121
1333,23023,0.09
1334,23025,0.114
1335,23027,0.102
1336,23029,0.118
1337,23031,0.09
1338,24001,0.121
1339,24003,0.092
1340,24005,0.097
1341,24009,0.095
1342,24011,0.117
1343,24013,0.087
1344,24015,0.103
1345,24017,0.1
1346,24019,0.135
1347,24021,0.088
1348,24023,0.113
1349,24025,0.099
1350,24027,0.076
1351,24029,0.109
1352,24031,0.07
1353,24033,0.111
1354,24035,0.09
1355,24037,0.092
1356,24039,0.103
1357,24041,0.099
1358,24043,0.113
1359,24045,0.11
1360,24047,0.122
1361,24510,0.122
1362,25001,0.086
1363,25003,0.086
1364,25005,0.108
1365,25007,0.079
1366,25009,0.09
1367,25011,0.083
1368,25013,0.105
1369,25015,0.066
1370,25017,0.087
1371,25019,0.075
1372,25021,0.08
1373,25023,0.095
1374,25025,0.081
1375,25027,0.087
1376,26001,0.145
1377,26003,0.109
1378,26005,0.091
1379,26007,0.117
1380,26009,0.1
1381,26011,0.107
1382,26013,0.12
1383,26015,0.097
1384,26017,0.112
1385,26019,0.113
1386,26021,0.112
1387,26023,0.114
1388,26025,0.122
1389,26027,0.097
1390,26029,0.105
1391,26031,0.111
1392,26033,0.113
1393,26035,0.124
1394,26037,0.088
1395,26039,0.11
1396,26041,0.115
1397,26043,0.108
1398,26045,0.1
1399,26047,0.094
1400,26049,0.125
1401,26051,0.119
1402,26053,0.107
1403,26055,0.091
1404,26057,0.107
1405,26059,0.122
1406,26061,0.093
1407,26063,0.107
1408,26065,0.088
1409,26067,0.097
1410,26069,0.124
1411,26071,0.131
1412,26073,0.078
1413,26075,0.098
1414,26077,0.099
1415,26079,0.12
1416,26081,0.095
1417,26083,0.125
1418,26085,0.134
1419,26087,0.097
1420,26089,0.109
1421,26091,0.116
1422,26093,0.084
1423,26095,0.12
1424,26097,0.125
1425,26099,0.108
1426,26101,0.109
1427,26103,0.094
1428,26105,0.119
1429,26107,0.103
1430,26109,0.115
1431,26111,0.099
1432,26113,0.122
1433,26115,0.109
1434,26117,0.089
1435,26119,0.133
1436,26121,0.119
1437,26123,0.132
1438,26125,0.091
1439,26127,0.117
1440,26129,0.121
1441,26131,0.141
1442,26133,0.114
1443,26135,0.144
1444,26137,0.114
1445,26139,0.086
1446,26141,0.135
1447,26143,0.161
1448,26145,0.115
1449,26147,0.102
1450,26149,0.099
1451,26151,0.107
1452,26153,0.113
1453,26155,0.103
1454,26157,0.109
1455,26159,0.114
1456,26161,0.079
1457,26163,0.132
1458,26165,0.104
1459,27001,0.101
1460,27003,0.083
1461,27005,0.082
1462,27007,0.083
1463,27009,0.09
1464,27011,0.087
1465,27013,0.062
1466,27015,0.085
1467,27017,0.081
1468,27019,0.067
1469,27021,0.102
1470,27023,0.09
1471,27025,0.079
1472,27027,0.083
1473,27029,0.097
1474,27031,0.091
1475,27033,0.092
1476,27035,0.085
1477,27037,0.064
1478,27039,0.072
1479,27041,0.083
1480,27043,0.087
1481,27045,0.079
1482,27047,0.099
1483,27049,0.084
1484,27051,0.088
1485,27053,0.066
1486,27055,0.083
1487,27057,0.093
1488,27059,0.083
1489,27061,0.093
1490,27063,0.082
1491,27065,0.08
