,FIPS,PCT_DIABETES_ADULTS10
1492,27067,0.076
1493,27069,0.1
1494,27071,0.106
1495,27073,0.101
1496,27075,0.095
1497,27077,0.089
1498,27079,0.074
1499,27081,0.085
1500,27083,0.076
1501,27085,0.078
1502,27087,0.111
1503,27089,0.093
1504,27091,0.08
1505,27093,0.113
1506,27095,0.083
1507,27097,0.083
1508,27099,0.096
1509,27101,0.091
1510,27103,0.074
1511,27105,0.085
1512,27107,0.102
1513,27109,0.073
1514,27111,0.087
1515,27113,0.095
1516,27115,0.074
1517,27117,0.088
1518,27119,0.084
1519,27121,0.086
1520,27123,0.072
1521,27125,0.081
1522,27127,0.087
1523,27129,0.093
1524,27131,0.077
1525,27133,0.083
1526,27135,0.08
1527,27137,0.083
1528,27139,0.062
1529,27141,0.068
1530,27143,0.082
1531,27145,0.074
1532,27147,0.067
1533,27149,0.074
1534,27151,0.095
1535,27153,0.093
1536,27155,0.097
1537,27157,0.079
1538,27159,0.1
1539,27161,0.089
1540,27163,0.07
1541,27165,0.093
1542,27167,0.086
1543,27169,0.075
1544,27171,0.057
1545,27173,0.094
1546,28001,0.154
1547,28003,0.132
1548,28005,0.145
1549,28007,0.148
1550,28009,0.144
1551,28011,0.142
1552,28013,0.151
1553,28015,0.144
1554,28017,0.14
1555,28019,0.149
1556,28021,0.152
1557,28023,0.14
1558,28025,0.152
1559,28027,0.157
1560,28029,0.143
1561,28031,0.132
1562,28033,0.109
1563,28035,0.113
1564,28037,0.143
1565,28039,0.107
1566,28041,0.138
1567,28043,0.144
1568,28045,0.122
1569,28047,0.121
1570,28049,0.135
1571,28051,0.163
1572,28053,0.153
1573,28055,0.151
1574,28057,0.138
1575,28059,0.129
1576,28061,0.165
1577,28063,0.182
1578,28065,0.141
1579,28067,0.135
1580,28069,0.157
1581,28071,0.094
1582,28073,0.097
1583,28075,0.161
1584,28077,0.168
1585,28079,0.154
1586,28081,0.122
1587,28083,0.147
1588,28085,0.14
1589,28087,0.143
1590,28089,0.115
1591,28091,0.138
1592,28093,0.15
1593,29031,0.105
1594,29033,0.108
1595,29035,0.121
1596,29037,0.099
1597,29039,0.11
1598,29041,0.113
1599,29043,0.085
1600,29045,0.118
1601,29047,0.101
1602,29049,0.115
1603,29051,0.092
1604,29053,0.111
1605,29055,0.1
1606,29057,0.116
1607,29059,0.112
1608,29061,0.109
1609,29063,0.098
1610,29065,0.103
1611,29067,0.124
1612,29069,0.128
1613,29071,0.101
1614,29073,0.108
1615,29075,0.113
1616,29077,0.091
1617,29079,0.098
1618,29081,0.121
1619,29083,0.105
1620,29085,0.131
1621,29087,0.114
1622,29089,0.107
1623,29091,0.103
1624,29093,0.113
1625,29095,0.1
1626,29097,0.098
1627,29099,0.098
1628,29101,0.104
1629,29103,0.111
1630,29105,0.101
1631,29107,0.098
1632,29109,0.117
1633,29111,0.112
1634,29113,0.126
1635,29115,0.105
1636,29117,0.112
1637,29119,0.107
1638,29121,0.109
1639,29123,0.112
1640,29125,0.112
1641,29127,0.088
1642,29129,0.123
1643,29131,0.102
1644,29133,0.114
1645,29135,0.106
1646,29137,0.129
1647,29139,0.119
1648,29141,0.122
1649,29143,0.124
1650,29145,0.123
1651,29147,0.084
1652,29149,0.133
1653,29151,0.109
1654,29153,0.119
1655,29155,0.115
1656,29157,0.112
1657,29159,0.107
1658,29161,0.096
1659,29163,0.11
1660,29165,0.091
1661,29167,0.103
1662,29169,0.086
1663,29171,0.103
1664,29173,0.123
1665,29175,0.11
1666,29177,0.104
1667,29179,0.122
1668,29181,0.117
1669,29183,0.076
1670,29185,0.121
1671,29186,0.105
1672,29187,0.103
1673,29189,0.1
1674,29195,0.12
1675,29197,0.111
1676,29199,0.11
1677,29201,0.105
1678,29203,0.127
1679,29205,0.117
1680,29207,0.106
1681,29209,0.116
1682,29211,0.113
1683,29213,0.113
1684,29215,0.103
1685,29217,0.11
1686,29219,0.103
1687,29221,0.103
1688,29223,0.119
1689,29225,0.111
1690,29227,0.117
1691,29229,0.12
1692,29510,0.117
1693,30001,0.082
1694,30003,0.128
1695,30005,0.116
1696,30007,0.078
1697,30009,0.08
1698,30011,0.082
1699,30013,0.083
1700,30015,0.098
1701,30017,0.093
1702,30019,0.091
1703,30021,0.075
1704,30023,0.081
1705,30025,0.079
1706,30027,0.082
1707,30029,0.07
1708,30031,0.041
1709,30033,0.079
1710,30035,0.128
1711,30037,0.094
1712,30039,0.081
1713,30041,0.082
1714,30043,0.075
1715,30045,0.085
1716,30047,0.091
1717,30049,0.067
1718,30051,0.078
1719,30053,0.095
1720,30055,0.079
1721,30057,0.077
1722,30059,0.088
1723,30061,0.093
1724,30063,0.048
1725,30065,0.086
1726,30067,0.063
1727,30069,0.09
1728,30071,0.085
1729,30073,0.09
1730,30075,0.086
1731,30077,0.079
1732,30079,0.095
1733,30081,0.067
1734,30083,0.069
1735,30085,0.133
1736,30087,0.101
1737,30089,0.104
1738,30091,0.091
1739,30093,0.088
1740,30095,0.083
1741,30097,0.08
1742,30099,0.084
1743,30101,0.083
1744,30103,0.087
1745,30105,0.103
1746,30107,0.082
1747,30109,0.095
1748,30111,0.085
1749,31001,0.08
1750,31003,0.113
1751,31005,0.097
1752,31007,0.11
1753,31009,0.091
1754,31011,0.093
1755,31013,0.102
1756,31015,0.09
1757,31017,0.114
1758,31019,0.071
1759,31021,0.11
1760,31023,0.079
1761,31025,0.092
1762,31027,0.093
1763,31029,0.092
1764,31031,0.081
1765,31033,0.085
1766,31035,0.107
1767,31037,0.079
1768,31039,0.08
1769,31041,0.096
1770,31043,0.096
1771,31045,0.086
1772,31047,0.094
1773,31049,0.102
1774,31051,0.084
1775,31053,0.089
1776,31055,0.084
1777,31057,0.101
1778,31059,0.091
1779,31061,0.101
1780,31063,0.088
1781,31065,0.11
1782,31067,0.107
1783,31069,0.099
1784,31071,0.099
1785,31073,0.099
1786,31075,0.087
1787,31077,0.093
1788,31079,0.087
1789,31081,0.083
1790,31083,0.094
1791,31085,0.091
1792,31087,0.095
1793,31089,0.095
1794,31091,0.105
1795,31093,0.092
1796,31095,0.097
1797,31097,0.089
1798,31099,0.074
1799,31101,0.087
1800,31103,0.103
1801,31105,0.101
1802,31107,0.089
1803,31109,0.07
1804,31111,0.09
1805,31113,0.082
1806,31115,0.107
1807,31117,0.094
1808,31119,0.08
1809,31121,0.1
1810,31123,0.114
1811,31125,0.113
1812,31127,0.089
1813,31129,0.095
1814,31131,0.101
1815,31133,0.118
1816,31135,0.087
1817,31137,0.096
1818,31139,0.097
1819,31141,0.077
1820,31143,0.103
1821,31145,0.097
1822,31147,0.12
1823,31149,0.104
1824,31151,0.086
1825,31153,0.078
1826,31155,0.084
1827,31157,0.102
1828,31159,0.084
1829,31161,0.11
1830,31163,0.09
1831,31165,0.081
1832,31167,0.088
1833,31169,0.118
1834,31171,0.101
1835,31173,0.151
1836,31175,0.116
1837,31177,0.091
1838,31179,0.072
1839,31181,0.113
1840,31183,0.098
1841,31185,0.09
1842,32001,0.091
1843,32003,0.085
1844,32005,0.081
1845,32007,0.077
1846,32009,0.105
1847,32011,0.087
1848,32013,0.071
1849,32015,0.084
1850,32017,0.091
1851,32019,0.096
1852,32021,0.12
1853,32023,0.109
1854,32027,0.086
1855,32029,0.095
1856,32031,0.069
1857,32033,0.084
1858,32510,0.09
1859,33001,0.094
1860,33003,0.097
1861,33005,0.091
1862,33007,0.103
1863,33009,0.086
1864,33011,0.09
1865,33013,0.082
1866,33015,0.076
1867,33017,0.09
1868,33019,0.086
1869,34001,0.099
1870,34003,0.075
1871,34005,0.096
1872,34007,0.093
1873,34009,0.112
1874,34011,0.117
1875,34013,0.097
1876,34015,0.095
1877,34017,0.077
1878,34019,0.066
1879,34021,0.089
1880,34023,0.092
1881,34025,0.085
1882,34027,0.074
1883,34029,0.111
1884,34031,0.091
1885,34033,0.114
1886,34035,0.074
1887,34037,0.075
1888,34039,0.082
1889,34041,0.086
1890,35001,0.059
1891,35003,0.096
1892,35005,0.102
1893,35006,0.117
1894,35007,0.09
1895,35009,0.088
1896,35011,0.093
1897,35013,0.072
1898,35015,0.108
1899,35017,0.078
1900,35019,0.078
1901,35021,0.096
1902,35023,0.083
1903,35025,0.084
1904,35027,0.081
1905,35028,0.067
1906,35029,0.092
1907,35031,0.13
1908,35033,0.098
1909,35035,0.098
1910,35037,0.09
1911,35039,0.085
1912,35041,0.07
1913,35043,0.074
1914,35045,0.095
1915,35047,0.087
1916,35049,0.045
1917,35051,0.106
1918,35053,0.081
1919,35055,0.071
1920,35057,0.089
1921,35059,0.073
1922,35061,0.082
1923,36001,0.084
1924,36003,0.103
1925,36005,0.103
1926,36007,0.1
1927,36009,0.106
1928,36011,0.097
1929,36013,0.098
1930,36015,0.114
1931,36017,0.09
1932,36019,0.083
1933,36021,0.086
1934,36023,0.091
1935,36025,0.099
1936,36027,0.097
1937,36029,0.101
1938,36031,0.098
1939,36033,0.097
1940,36035,0.097
1941,36037,0.118
1942,36039,0.098
1943,36041,0.118
1944,36043,0.1
1945,36045,0.087
1946,36047,0.102
1947,36049,0.109
1948,36051,0.095
1949,36053,0.082
1950,36055,0.096
1951,36057,0.089
1952,36059,0.087
1953,36061,0.073
1954,36063,0.104
1955,36065,0.092
1956,36067,0.101
1957,36069,0.09
1958,36071,0.096
1959,36073,0.096
1960,36075,0.101
1961,36077,0.099
1962,36079,0.092
1963,36081,0.093
1964,36083,0.1
1965,36085,0.1
1966,36087,0.104
1967,36089,0.102
1968,36091,0.083
1969,36093,0.113
1970,36095,0.088
1971,36097,0.09
1972,36099,0.095
1973,36101,0.105
1974,36103,0.079
1975,36105,0.108
1976,36107,0.097
1977,36109,0.072
1978,36111,0.093
1979,36113,0.099
1980,36115,0.1
1981,36117,0.097
1982,36119,0.082
1983,36121,0.086
1984,36123,0.093
1985,37001,0.124
1986,37003,0.108
1987,37005,0.114
1988,37007,0.133
1989,37009,0.096
1990,37011,0.105
1991,37013,0.148
1992,37015,0.148
1993,37017,0.147
1994,37019,0.119
1995,37021,0.095
1996,37023,0.129
1997,37025,0.099
1998,37027,0.116
1999,37029,0.11
2000,37031,0.113
2001,37033,0.14
2002,37035,0.101
2003,37037,0.098
2004,37039,0.136
2005,37041,0.14
2006,37043,0.111
2007,37045,0.136
2008,37047,0.132
2009,37049,0.122
2010,37051,0.12
2011,37053,0.113
2012,37055,0.1
2013,37057,0.112
2014,37059,0.119
2015,37061,0.14
2016,37063,0.094
2017,37065,0.147
2018,37067,0.101
2019,37069,0.106
2020,37071,0.123
2021,37073,0.134
2022,37075,0.122
2023,37077,0.125
2024,37079,0.118
2025,37081,0.101
2026,37083,0.161
2027,37085,0.111
2028,37087,0.104
2029,37089,0.097
2030,37091,0.144
2031,37093,0.112
2032,37095,0.122
2033,37097,0.089
2034,37099,0.126
2035,37101,0.116
2036,37103,0.152
2037,37105,0.11
2038,37107,0.15
2039,37109,0.104
2040,37111,0.134
2041,37113,0.107
2042,37115,0.11
2043,37117,0.152
2044,37119,0.084
2045,37121,0.116
2046,37123,0.127
2047,37125,0.113
2048,37127,0.123
2049,37129,0.105
2050,37131,0.142
2051,37133,0.086
2052,37135,0.067
2053,37137,0.134
2054,37139,0.124
2055,37141,0.116
2056,37143,0.143
2057,37145,0.136
2058,37147,0.089
2059,37149,0.102
2060,37151,0.104
2061,37153,0.127
2062,37155,0.155
2063,37157,0.118
2064,37159,0.126
2065,37161,0.124
2066,37163,0.128
2067,37165,0.135
2068,37167,0.119
2069,37169,0.103
2070,37171,0.126
2071,37173,0.152
2072,37175,0.098
2073,37177,0.131
2074,37179,0.087
2075,37181,0.144
2076,37183,0.07
2077,37185,0.16
2078,37187,0.142
2079,37189,0.092
2080,37191,0.123
2081,37193,0.13
2082,37195,0.138
2083,37197,0.099
2084,37199,0.109
2085,38001,0.112
2086,38003,0.064
2087,38005,0.103
2088,38007,0.09
2089,38009,0.1
2090,38011,0.094
2091,38013,0.102
2092,38015,0.074
2093,38017,0.07
2094,38019,0.102
2095,38021,0.098
2096,38023,0.091
2097,38025,0.097
2098,38027,0.095
2099,38029,0.113
2100,38031,0.094
2101,38033,0.086
2102,38035,0.065
2103,38037,0.105
2104,38039,0.097
2105,38041,0.096
2106,38043,0.098
2107,38045,0.1
2108,38047,0.116
2109,38049,0.094
2110,38051,0.101
2111,38053,0.097
2112,38055,0.106
2113,38057,0.089
2114,38059,0.075
2115,38061,0.089
2116,38063,0.104
2117,38065,0.098
2118,38067,0.101
2119,38069,0.104
2120,38071,0.078
2121,38073,0.101
2122,38075,0.089
2123,38077,0.079
2124,38079,0.145
2125,38081,0.1
2126,38083,0.117
2127,38085,0.119
2128,38087,0.091
2129,38089,0.096
2130,38091,0.089
2131,38093,0.083
2132,38095,0.098
2133,38097,0.081
2134,38099,0.094
2135,38101,0.092
2136,38103,0.099
2137,38105,0.079
2138,39001,0.102
2139,39003,0.12
2140,39005,0.111
2141,39007,0.117
2142,39009,0.097
2143,39011,0.119
2144,39013,0.122
2145,39015,0.128
2146,39017,0.104
2147,39019,0.113
2148,39021,0.106
2149,39023,0.125
2150,39025,0.098
2151,39027,0.106
2152,39029,0.123
2153,39031,0.115
2154,39033,0.135
2155,39035,0.106
2156,39037,0.115
2157,39039,0.107
2158,39041,0.087
2159,39043,0.108
2160,39045,0.107
2161,39047,0.11
2162,39049,0.1
2163,39051,0.12
2164,39053,0.12
2165,39055,0.098
2166,39057,0.103
2167,39059,0.121
2168,39061,0.106
2169,39063,0.099
2170,39065,0.103
2171,39067,0.128
2172,39069,0.11
2173,39071,0.116
2174,39073,0.117
2175,39075,0.095
2176,39077,0.112
2177,39079,0.115
2178,39081,0.162
2179,39083,0.107
2180,39085,0.112
2181,39087,0.124
2182,39089,0.119
2183,39091,0.127
2184,39093,0.116
2185,39095,0.103
2186,39097,0.113
2187,39099,0.118
2188,39101,0.113
2189,39103,0.111
2190,39105,0.13
2191,39107,0.111
2192,39109,0.105
2193,39111,0.113
2194,39113,0.125
2195,39115,0.129
2196,39117,0.113
2197,39119,0.113
2198,39121,0.123
2199,39123,0.116
2200,39125,0.101
2201,39127,0.11
2202,39129,0.102
2203,39131,0.128
2204,39133,0.089
2205,39135,0.112
2206,39137,0.097
2207,39139,0.105
2208,39141,0.112
2209,39143,0.118
2210,39145,0.12
2211,39147,0.1
2212,39149,0.101
2213,39151,0.113
2214,39153,0.104
2215,39155,0.112
2216,39157,0.091
2217,39159,0.098
2218,39161,0.117
2219,39163,0.108
2220,39165,0.086
2221,39167,0.115
2222,39169,0.099
2223,39171,0.117
2224,39173,0.106
2225,39175,0.109
2226,40001,0.139
2227,40003,0.13
2228,40005,0.129
2229,40007,0.113
2230,40009,0.104
2231,40011,0.115
2232,40013,0.118
2233,40015,0.11
2234,40017,0.106
2235,40019,0.122
2236,40021,0.116
2237,40023,0.148
2238,40025,0.125
2239,40027,0.09
2240,40029,0.136
2241,40031,0.109
2242,40033,0.125
2243,40035,0.136
2244,40037,0.122
2245,40039,0.108
2246,40041,0.159
2247,40043,0.138
2248,40045,0.123
2249,40047,0.107
2250,40049,0.118
2251,40051,0.101
2252,40053,0.123
2253,40055,0.115
2254,40057,0.128
2255,40059,0.117
2256,40061,0.122
2257,40063,0.136
2258,40065,0.119
2259,40067,0.122
2260,40069,0.128
2261,40071,0.14
2262,40073,0.113
2263,40075,0.148
2264,40077,0.126
2265,40079,0.127
2266,40081,0.119
2267,40083,0.126
2268,40085,0.133
2269,40087,0.12
2270,40089,0.121
2271,40091,0.149
2272,40093,0.123
2273,40095,0.134
2274,40097,0.137
2275,40099,0.115
2276,40101,0.141
2277,40103,0.124
2278,40105,0.127
2279,40107,0.133
2280,40109,0.105
2281,40111,0.131
2282,40113,0.124
2283,40115,0.132
2284,40117,0.15
2285,40119,0.085
2286,40121,0.134
2287,40123,0.108
2288,40125,0.12
2289,40127,0.14
2290,40129,0.124
2291,40131,0.114
2292,40133,0.131
2293,40135,0.149
2294,40137,0.114
2295,40139,0.087
2296,40141,0.122
2297,40143,0.103
2298,40145,0.13
2299,40147,0.118
2300,40149,0.11
2301,40151,0.099
2302,40153,0.105
2303,41001,0.114
2304,41003,0.065
2305,41005,0.084
2306,41007,0.098
2307,41009,0.099
2308,41011,0.096
2309,41013,0.098
2310,41015,0.113
2311,41017,0.08
2312,41019,0.122
2313,41021,0.102
2314,41023,0.103
2315,41025,0.104
2316,41027,0.08
2317,41029,0.088
2318,41031,0.088
2319,41033,0.112
2320,41035,0.093
2321,41037,0.097
2322,41039,0.086
2323,41041,0.119
2324,41043,0.095
2325,41045,0.094
2326,41047,0.087
2327,41049,0.093
2328,41051,0.074
2329,41053,0.098
2330,41055,0.102
2331,41057,0.1
2332,41059,0.103
2333,41061,0.099
2334,41063,0.098
2335,41065,0.097
2336,41067,0.065
2337,41069,0.115
2338,41071,0.079
2339,42001,0.115
2340,42003,0.092
2341,42005,0.109
2342,42007,0.112
2343,42009,0.124
2344,42011,0.092
2345,42013,0.105
2346,42015,0.097
2347,42017,0.095
2348,42019,0.099
2349,42021,0.126
2350,42023,0.12
2351,42025,0.113
2352,42027,0.073
2353,42029,0.082
2354,42031,0.113
2355,42033,0.1
2356,42035,0.088
2357,42037,0.107
2358,42039,0.124
2359,42041,0.092
2360,42043,0.11
2361,42045,0.093
2362,42047,0.127
2363,42049,0.103
2364,42051,0.129
2365,42053,0.112
2366,42055,0.109
2367,42057,0.106
2368,42059,0.093
2369,42061,0.096
2370,42063,0.099
2371,42065,0.13
2372,42067,0.114
2373,42069,0.112
2374,42071,0.095
2375,42073,0.105
2376,42075,0.112
2377,42077,0.103
2378,42079,0.107
2379,42081,0.104
2380,42083,0.101
2381,42085,0.12
2382,42087,0.11
2383,42089,0.097
2384,42091,0.075
2385,42093,0.123
2386,42095,0.091
2387,42097,0.107
2388,42099,0.103
2389,42101,0.115
2390,42103,0.112
2391,42105,0.111
2392,42107,0.107
2393,42109,0.119
2394,42111,0.105
2395,42113,0.116
2396,42115,0.13
2397,42117,0.094
2398,42119,0.105
2399,42121,0.102
2400,42123,0.12
2401,42125,0.113
2402,42127,0.11
2403,42129,0.11
2404,42131,0.093
2405,42133,0.1
2406,44001,0.062
2407,44003,0.089
2408,44005,0.077
2409,44007,0.089
2410,44009,0.068
2411,45001,0.136
2412,45003,0.11
2413,45005,0.155
2414,45007,0.114
2415,45009,0.16
2416,45011,0.135
2417,45013,0.089
2418,45015,0.119
2419,45017,0.158
2420,45019,0.108
2421,45021,0.12
2422,45023,0.136
2423,45025,0.124
2424,45027,0.158
2425,45029,0.162
2426,45031,0.147
2427,45033,0.141
2428,45035,0.103
2429,45037,0.127
2430,45039,0.164
2431,45041,0.137
2432,45043,0.134
2433,45045,0.107
2434,45047,0.109
2435,45049,0.167
2436,45051,0.114
2437,45053,0.131
2438,45055,0.124
2439,45057,0.127
2440,45059,0.139
2441,45061,0.142
2442,45063,0.114
2443,45065,0.145
2444,45067,0.154
2445,45069,0.139
2446,45071,0.133
2447,45073,0.13
2448,45075,0.16
2449,45077,0.097
2450,45079,0.109
2451,45081,0.124
2452,45083,0.119
2453,45085,0.141
2454,45087,0.145
2455,45089,0.177
2456,45091,0.096
2457,46003,0.088
2458,46005,0.08
2459,46007,0.135
2460,46009,0.095
2461,46011,0.063
2462,46013,0.081
2463,46015,0.086
2464,46017,0.178
2465,46019,0.083
2466,46021,0.097
2467,46023,0.124
2468,46025,0.093
2469,46027,0.062
2470,46029,0.078
2471,46031,0.157
2472,46033,0.095
2473,46035,0.087
2474,46037,0.097
2475,46039,0.083
2476,46041,0.171
2477,46043,0.097
2478,46045,0.089
2479,46047,0.123
2480,46049,0.103
2481,46051,0.108
2482,46053,0.099
2483,46055,0.1
2484,46057,0.093
2485,46059,0.097
2486,46061,0.077
2487,46063,0.088
2488,46065,0.093
2489,46067,0.097
2490,46069,0.101
2491,46071,0.122
2492,46073,0.083
2493,46075,0.093
2494,46077,0.092
2495,46079,0.095
2496,46081,0.078
2497,46083,0.064
2498,46085,0.109
2499,46087,0.097
2500,46089,0.103
2501,46091,0.095
2502,46093,0.09
2503,46095,0.145
2504,46097,0.088
2505,46099,0.08
2506,46101,0.095
2507,46103,0.087
2508,46105,0.098
2509,46107,0.109
2510,46109,0.125
2511,46111,0.098
2512,46113,0.179
2513,46115,0.092
2514,46117,0.099
2515,46119,0.088
2516,46121,0.149
2517,46123,0.13
2518,46125,0.086
2519,46127,0.073
2520,46129,0.119
2521,46135,0.083
2522,46137,0.145
2523,47001,0.12
2524,47003,0.122
2525,47005,0.139
2526,47007,0.131
2527,47009,0.108
2528,47011,0.129
2529,47013,0.132
2530,47015,0.114
2531,47017,0.136
2532,47019,0.14
2533,47021,0.1
2534,47023,0.123
2535,47025,0.121
2536,47027,0.126
2537,47029,0.132
2538,47031,0.128
2539,47033,0.132
2540,47035,0.12
2541,47037,0.093
2542,47039,0.132
2543,47041,0.118
2544,47043,0.123
2545,47045,0.122
2546,47047,0.146
2547,47049,0.131
2548,47051,0.112
2549,47053,0.122
2550,47055,0.117
2551,47057,0.117
2552,47059,0.135
2553,47061,0.122
2554,47063,0.123
2555,47065,0.118
2556,47067,0.135
2557,47069,0.126
2558,47071,0.132
2559,47073,0.126
2560,47075,0.145
2561,47077,0.115
2562,47079,0.15
2563,47081,0.12
2564,47083,0.126
2565,47085,0.133
2566,47087,0.121
2567,47089,0.114
2568,47091,0.131
2569,47093,0.105
2570,47095,0.116
2571,47097,0.122
2572,47099,0.117
2573,47101,0.119
2574,47103,0.111
2575,47105,0.138
2576,47107,0.124
2577,47109,0.126
2578,47111,0.122
2579,47113,0.126
2580,47115,0.117
2581,47117,0.111
2582,47119,0.118
2583,47121,0.137
2584,47123,0.124
2585,47125,0.105
2586,47127,0.118
2587,47129,0.111
2588,47131,0.132
2589,47133,0.118
2590,47135,0.123
2591,47137,0.129
2592,47139,0.124
2593,48051,0.118
2594,48053,0.101
2595,48055,0.098
2596,48057,0.104
2597,48059,0.098
2598,48061,0.083
2599,48063,0.127
2600,48065,0.108
2601,48067,0.114
2602,48069,0.1
2603,48071,0.092
2604,48073,0.114
2605,48075,0.096
2606,48077,0.121
2607,48079,0.111
2608,48081,0.118
2609,48083,0.116
2610,48085,0.08
2611,48087,0.111
2612,48089,0.115
2613,48091,0.102
2614,48093,0.11
2615,48095,0.091
2616,48097,0.102
2617,48099,0.087
2618,48101,0.125
2619,48103,0.098
2620,48105,0.103
2621,48107,0.11
2622,48109,0.105
2623,48111,0.091
2624,48113,0.092
2625,48115,0.102
2626,48117,0.092
2627,48119,0.116
2628,48121,0.084
2629,48123,0.107
2630,48125,0.107
2631,48127,0.108
2632,48129,0.118
2633,48131,0.102
2634,48133,0.126
2635,48135,0.104
2636,48137,0.117
2637,48139,0.098
2638,48141,0.084
2639,48143,0.091
2640,48145,0.123
2641,48147,0.108
2642,48149,0.113
2643,48151,0.12
2644,48153,0.122
2645,48155,0.123
2646,48157,0.079
2647,48159,0.111
2648,48161,0.114
2649,48163,0.088
2650,48165,0.097
2651,48167,0.099
2652,48169,0.092
2653,48171,0.116
2654,48173,0.1
2655,48175,0.116
2656,48177,0.112
2657,48179,0.123
2658,48181,0.102
2659,48183,0.112
2660,48185,0.106
2661,48187,0.085
2662,48189,0.098
2663,48191,0.118
2664,48193,0.12
2665,48195,0.1
2666,48197,0.115
2667,48199,0.113
2668,48201,0.08
2669,48203,0.113
2670,48205,0.102
2671,48207,0.115
2672,48209,0.078
2673,48211,0.096
2674,48213,0.109
2675,48215,0.096
2676,48217,0.114
2677,48219,0.094
2678,48221,0.109
2679,48223,0.113
2680,48225,0.125
2681,48227,0.106
2682,48229,0.107
2683,48231,0.111
2684,48233,0.108
2685,48235,0.113
2686,48237,0.097
2687,48239,0.11
2688,48241,0.121
2689,48243,0.125
2690,48245,0.128
2691,48247,0.102
2692,48249,0.094
2693,48251,0.127
2694,48253,0.099
2695,48255,0.096
2696,48257,0.101
2697,48259,0.102
2698,48261,0.101
2699,48263,0.123
2700,48265,0.122
2701,48267,0.118
2702,48269,0.103
2703,48271,0.115
2704,48273,0.083
2705,48275,0.116
2706,48277,0.124
2707,48279,0.098
2708,48281,0.102
2709,48283,0.086
2710,48285,0.123
2711,48287,0.112
2712,48289,0.131
2713,48291,0.095
2714,48293,0.11
2715,48295,0.102
2716,48297,0.117
2717,48299,0.126
2718,48301,0.11
2719,48303,0.083
2720,48305,0.114
2721,48307,0.114
2722,48309,0.097
2723,48311,0.121
2724,48313,0.103
2725,48315,0.133
2726,48317,0.098
2727,48319,0.119
2728,48321,0.113
2729,48323,0.09
2730,48325,0.097
2731,48327,0.121
2732,48329,0.081
2733,48331,0.12
2734,48333,0.12
2735,48335,0.095
2736,48337,0.108
2737,48339,0.089
2738,48341,0.095
2739,48343,0.13
2740,48345,0.125
2741,48347,0.099
2742,48349,0.114
2743,48351,0.118
2744,48453,0.065
2745,48455,0.131
2746,48457,0.115
2747,48459,0.13
2748,48461,0.104
2749,48463,0.103
2750,48465,0.098
2751,48467,0.125
2752,48469,0.111
2753,48471,0.096
2754,48473,0.098
2755,48475,0.097
2756,48477,0.107
2757,48479,0.088
2758,48481,0.115
2759,48483,0.112
2760,48485,0.113
2761,48487,0.109
2762,48489,0.088
2763,48491,0.075
2764,48493,0.098
2765,48495,0.1
2766,48497,0.088
2767,48499,0.117
2768,48501,0.092
2769,48503,0.112
2770,48505,0.084
2771,48507,0.093
2772,49001,0.088
2773,49003,0.082
2774,49005,0.06
2775,49007,0.094
2776,49009,0.085
2777,49011,0.063
2778,49013,0.083
2779,49015,0.08
2780,49017,0.09
2781,49019,0.062
2782,49021,0.068
2783,49023,0.068
2784,49025,0.099
2785,49027,0.079
2786,49029,0.074
2787,49031,0.098
2788,49033,0.088
2789,49035,0.068
2790,49037,0.091
2791,49039,0.077
2792,49041,0.099
2793,49043,0.04
2794,49045,0.089
2795,49047,0.081
2796,49049,0.057
2797,49051,0.062
2798,49053,0.076
2799,49055,0.085
2800,49057,0.082
2801,50001,0.072
2802,50003,0.081
2803,50005,0.082
2804,50007,0.055
2805,50009,0.101
2806,50011,0.08
2807,50013,0.072
2808,50015,0.076
2809,50017,0.078
2810,50019,0.087
2811,50021,0.087
2812,50023,0.073
2813,50025,0.073
2814,50027,0.082
2815,51001,0.129
2816,51003,0.107
2817,51005,0.103
2818,51007,0.112
2819,51009,0.129
2820,51011,0.124
2821,51013,0.054
2822,51015,0.099
2823,51017,0.115
2824,51019,0.096
2825,51021,0.115
2826,51023,0.104
2827,51025,0.135
2828,51027,0.119
2829,51029,0.124
2830,51031,0.102
2831,51033,0.12
2832,51035,0.119
2833,51036,0.143
2834,51037,0.128
2835,51041,0.099
2836,51043,0.109
2837,51045,0.101
2838,51047,0.1
2839,51049,0.13
2840,51051,0.119
2841,51053,0.126
2842,51057,0.132
2843,51059,0.078
2844,51061,0.103
2845,51063,0.113
2846,51065,0.1
2847,51067,0.117
2848,51069,0.09
2849,51071,0.128
2850,51073,0.12
2851,51075,0.112
2852,51077,0.131
2853,51079,0.097
2854,51081,0.117
2855,51083,0.143
2856,51085,0.091
2857,51087,0.094
2858,51089,0.131
2859,51091,0.124
2860,51093,0.134
2861,51095,0.106
2862,51097,0.124
2863,51099,0.109
2864,51101,0.103
2865,51103,0.14
2866,51105,0.111
2867,51107,0.073
2868,51109,0.112
2869,51111,0.134
2870,51113,0.107
2871,51115,0.13
2872,51117,0.128
2873,51119,0.127
2874,51121,0.069
2875,51125,0.121
2876,51127,0.106
2877,51131,0.151
2878,51133,0.134
2879,51135,0.117
2880,51137,0.118
2881,51139,0.105
2882,51141,0.122
2883,51143,0.126
2884,51145,0.102
2885,51147,0.101
2886,51149,0.126
2887,51153,0.075
2888,51155,0.112
